ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0000905148-25-001736	0	2	16378818	
0001104659-25-049438	0	463	855351453	
0000902664-25-002392	0	5	1471745725	
0000905148-25-001735	0	45	4067271337	
0001172661-25-002335	0	23	5496550103	
0000919574-25-003250	1	12	1215172731	
0001641172-25-010917	0	20	111203903	
0001420506-25-001276	0	160	811473237	N
0001085146-25-003312	2	403	4232705219	N
0000902664-25-002391	1	209	6704904664	
0001085146-25-003311	8	13314	97069812583	N
0001172661-25-002333	0	14	3440954280	
0000905148-25-001734	0	74	2323654556	
0001879202-25-000023	1	21	512684350	
0001085146-25-003310	0	38	133639556	N
0002059671-25-000003	0	7	144862953	N
0001085146-25-003309	0	0	0	N
0000905148-25-001733	0	13	168484373	
0001641172-25-010915	0	13	4434976044	
0001641172-25-010909	0	59	550693480	
0001641172-25-010914	0	45	449152370	
0001641172-25-010911	0	11	95592244	
0001641172-25-010906	0	9	178988549	
0001641172-25-010905	0	41	94460472	
0001398344-25-009640	0	14	127999776	
0001415889-25-013096	0	1	16849889	N
0000902664-25-002386	0	17	1280095703	
0001085146-25-003308	0	14	696112253	N
0001172661-25-002331	2	32	188796269	
0001085146-25-003307	0	66	1377290641	N
0001420506-25-001274	0	1	165477462	N
0001420506-25-001273	0	19	210578701	N
0001879202-25-000022	0	361	2523117469	
0001591986-25-000004	0	13	55776888	N
0000899140-25-000698	4	14	933081802	
0000935836-25-000379	0	14	204852438	
0000905148-25-001731	1	22	899449889	
0001273087-25-000020	1	413	15868722350	N
0001085146-25-003305	0	2168	16581860247	N
0001085146-25-003304	2	1	0	N
0001085146-25-003303	0	0	0	N
0000905148-25-001730	0	5	74035688	
0001085146-25-003302	0	0	0	N
0001012975-25-000242	0	87	2838202794	N
0000919574-25-003249	1	13	186530132	
0001172661-25-002329	0	3	42501439	
0001085146-25-003301	0	11	12004289777	N
0000905148-25-001729	0	48	215995161	
0001415889-25-013093	0	37	1175247364	N
0000905148-25-001728	0	6	990709302	
0001786767-25-000003	0	10	2185352813	N
0001085146-25-003300	0	23	120843815	N
0001013594-25-000675	0	10	588753360	
0000905148-25-001727	0	16	93615209	
0001013594-25-000674	0	15	212532764	
0001879202-25-000021	0	27	1283193453	
0000919574-25-003248	0	44	1223806401	
0000899140-25-000697	0	3	770499121	
0001104659-25-049425	0	10	1311660657	
0001011438-25-000322	0	9	832026777	
0001172661-25-002327	0	5	328979729	
0001415889-25-013091	0	13	700872513	N
0001104659-25-049423	0	18	302687247	
0000899140-25-000696	0	3	39916503	
0000950123-25-005701	14	110	258701144516	Y
0001172661-25-002325	1	116	1140226133	
0000929638-25-001906	0	167	301230303	
0001104659-25-049421	0	530	7825309098	
0001104659-25-049422	5	5466	112346596622	
0000935836-25-000378	0	21	358111761	
0001909393-25-000004	0	14	227020051	N
0001420506-25-001269	0	4	1539879334	N
0001697868-25-000004	0	9	4388954111	N
0001420506-25-001268	0	29	765126228	N
0000921895-25-001532	5	22	5498476636	
0000950123-25-005699	0	47	6900259200	N
0001104659-25-049417	0	5	427192325	
0001273087-25-000019	2	5787	187880176658	N
0000899140-25-000695	0	3	272303721	
0001140361-25-019271	0	1	222210072	
0001446114-25-000023	3	2379	4481464661	
0001418812-25-000015	1	14	4581517748	N
0000905148-25-001724	2	14	1609844054	
0001104659-25-049409	0	3	809515880	
0001012975-25-000241	0	11	266117115	N
0001172661-25-002322	0	152	310883322	
0001641172-25-010877	0	18	400850060	
0001641172-25-010875	0	19	296206769	
0001641172-25-010879	0	1	5693769	
0001214659-25-007854	0	13	978465350	
0001214659-25-007856	3	116	2316202109	
0001641172-25-010871	0	16	348184820	
0001214659-25-007857	0	150	913573303	
0000929638-25-001902	2	62	2236819294	
0001641172-25-010858	0	33	156969919	
0001641172-25-010860	0	30	40965995	
0001879202-25-000020	0	31	86542311	
0001398344-25-009632	0	142	369566174	
0001398344-25-009635	0	1541	11984309649	
0001104659-25-049404	0	14	182545373	
0001104659-25-049401	0	235	5054249964	
0000919574-25-003247	0	27	7085218486	
0001410833-25-000005	0	28	799952223	N
0000935836-25-000377	0	9	109146585	
0000919574-25-003246	0	14	2776620210	
0001013594-25-000673	0	21	15675769	
0001085146-25-003298	0	9	25075200	N
0001172661-25-002319	1	2	1075089566	
0001104659-25-049396	0	6	87616861	
0001512162-25-000036	0	90	3276042	N
0001104659-25-049395	0	2	155917213	
0000902664-25-002383	0	87	1031387096	
0001750312-25-000005	0	28	154631280	N
0001172661-25-002316	1	21	116376624	
0001420506-25-001266	0	22	81615295	N
0001172661-25-002315	0	11	11930893008	
0000921895-25-001531	0	4	1608368971	
0001879202-25-000019	0	10	260422291	
0001104659-25-049392	2	1	0	Y
0000950123-25-005695	20	12221	274710045261	N
0001085146-25-003297	0	12	337100157	N
0001051359-25-000005	0	49	2990410244	
0001104659-25-049390	0	5	111069074	
0001172661-25-002313	0	74	4836864706	
0001172661-25-002312	1	494	25100628470	
0000902664-25-002382	0	2975	30095626647	
0001172661-25-002311	0	57	27413016946	
0000935836-25-000376	0	14	2398615660	
0001222765-25-000008	0	84	764117069	
0001104659-25-049386	0	2	71583	
0001011438-25-000320	0	1	24917861	
0000905148-25-001719	4	1752	10390718733	
0000929638-25-001896	0	129	763076232	
0001104659-25-049384	0	36	153726702	
0001257391-25-000006	0	312	3872197085	N
0000902664-25-002381	0	16	2494347250	
0001104659-25-049383	0	33	184982533	
0001172661-25-002307	2	68	1974394246	
0001085146-25-003296	0	17	490823688	N
0001541617-25-000005	0	22	4971096519	N
0001799456-25-000005	0	16	397640860	N
0001104659-25-049377	0	16	158018541	
0001011438-25-000319	0	34	2642395717	
0000950123-25-005688	0	1	2225913	Y
0001172661-25-002306	0	100	2694889925	
0001085146-25-003294	0	115	1725746332	N
0000921895-25-001528	1	51	2453567172	
0001085146-25-003293	0	31	264407625	N
0001085146-25-003292	0	1060	25210453103	N
0001879202-25-000018	0	28	146100253	
0001140361-25-019263	1	30	931516311	
0001213900-25-044158	0	1	2145600	
0001085146-25-003290	0	264	3974835398	N
0001085146-25-003291	0	47	5984638662	N
0000950123-25-005687	1	17161	527316421621	N
0000950123-25-005685	1	4	1036070671	N
0001730478-25-000002	0	50	921118420	N
0000919574-25-003245	1	136	1361839543	
0001104659-25-049372	0	3	78870334	
0001214659-25-007852	0	42	857466245	
0001420506-25-001264	0	6	1121461444	N
0001085146-25-003289	0	183	5301837228	N
0001641761-25-000004	0	275	216068291	N
0001536520-25-000003	0	20	472604632	N
0001213900-25-044145	0	32	2530340033	
0001213900-25-044138	1	123	5064779427	
0002068635-25-000001	0	33	102871347	N
0001104659-25-049369	0	27	57220911	
0001831942-25-000005	0	31	1357083846	N
0001315863-25-000404	0	5	153037803	N
0001398344-25-009631	0	31	2562759811	
0001214659-25-007850	0	18	783845	
0000929638-25-001894	0	43	302583591	
0001999371-25-006199	0	6	128140643	
0001214659-25-007848	0	15	753514276	
0001592643-25-000004	0	151	23175346517	N
0001214659-25-007838	0	39	294106586	
0001214659-25-007833	3	45	510480853	
0001214659-25-007845	0	1148	27019908020	
0001214659-25-007842	0	403	218685605	
0001214659-25-007837	0	564	214670966	
0001214659-25-007819	0	14	96889754	
0001214659-25-007810	0	11	241441152	
0001214659-25-007836	0	541	377780263	
0001214659-25-007814	0	34	4282628435	
0001214659-25-007839	0	66	825261346	
0001214659-25-007846	0	24	35087392	
0001214659-25-007832	0	31	154079214	
0001214659-25-007823	0	172	1980077292	
0001214659-25-007816	0	194	232982328	
0001214659-25-007847	0	13	6673059203	
0001214659-25-007835	0	14	1570349075	
0001214659-25-007825	0	19	136471962	
0001214659-25-007843	0	680	5509278124	
0001214659-25-007821	0	21	110265041	
0001214659-25-007824	0	12	222385283	
0001214659-25-007831	0	21	330932948	
0001214659-25-007822	0	3	103940138	
0001214659-25-007815	0	12	293830546	
0001214659-25-007840	0	28	245670976	
0001214659-25-007820	0	31	184203005	
0001214659-25-007841	0	22	137946960	
0001214659-25-007813	0	93	179001778	
0001214659-25-007817	0	37	225231195	
0001214659-25-007826	0	71	214563560	
0001214659-25-007812	0	6	1421773069	
0001214659-25-007827	0	531	807890144	
0001214659-25-007828	0	57	281201295	
0001214659-25-007811	0	13	154990385	
0001214659-25-007830	0	490	530425990	
0001214659-25-007818	0	21	229647548	
0001214659-25-007807	2	1	674526215	
0001214659-25-007844	0	5	47170223	
0001214659-25-007829	0	46	2311346419	
0001214659-25-007834	0	332	399750243	
0000950123-25-005677	0	24	4437384569	N
0000950123-25-005680	2	120	43922107	N
0001879202-25-000017	0	32	128717430	
0001948899-25-000003	0	23	1464676681	N
0001172661-25-002305	1	73	2093216638	
0001172661-25-002304	0	1518	36922968797	
0001172661-25-002303	0	189	2445519742	
0001597823-25-000007	0	111	1086368	N
0001104659-25-049355	0	7	167633444	
0001085146-25-003288	0	909	1822048693	N
0001133521-25-000009	0	31	1734543758	
0000895345-25-000172	0	77	157686991	
0001636587-25-000018	0	621	692145283	N
0001536630-25-000003	0	22	203513584	N
0000902664-25-002373	0	2	148448024	
0001965522-25-000005	0	76	107046750	N
0001388382-25-000002	14	282	280309120	N
0001609251-25-000004	0	14	180885	N
0001536411-25-000008	0	52	3060048	
0001103804-25-000004	0	91	31475977035	N
0001316580-25-000003	0	58	1750166349	N
0001599793-25-000002	1	48	122283829	N
0000859804-25-000004	1	20	496460184	Y
0001381296-25-000002	0	203	1427191354	N
0001793367-25-000003	0	170	556877941	N
0001922879-25-000002	0	125	401890171	N
0001104659-25-049337	0	15	644620652	
0001616628-25-000003	0	63	31634032	N
0000902664-25-002370	0	2	325244263	
0001770525-25-000006	0	24	155541792	N
0001172661-25-002290	0	476	4055068198	
0001172661-25-002287	1	645	1326655342	
0001420506-25-001262	0	80	77802262	N
0001879202-25-000016	0	303	906121630	
0001076809-25-000040	0	208	2160803	
0001542165-25-000002	0	51	287704299	N
0001062993-25-009520	12	29	29305851077	N
0001855713-25-000005	0	284	1316014404	N
0001604488-25-000111	1	111	1383394622	
0001496201-25-000008	0	66	154210593	N
0002054271-25-000002	0	46	209156476	N
0001667731-25-000648	0	7	150647691	
0001578621-25-000009	5	1654	10691343933	N
0001172661-25-002270	0	141	367980923	
0001172661-25-002269	0	113	514865594	
0001879202-25-000015	0	19	150934901	
0001496201-25-000007	2	116	434313987	N
0001011438-25-000318	0	12	166599294	
0000899140-25-000693	0	1395	659436449	
0000934999-25-000004	0	261	7488241477	N
0000927337-25-000016	1	4622	85438618248	N
0001172661-25-002250	0	166	200901217	
0000950123-25-005654	0	1404	3064648813	N
0001104659-25-049320	0	109	1315774017	
0001583977-25-000005	1	44	1329946765	N
0001172661-25-002238	0	103	517985201	
0001546172-25-000005	0	38	231301664	N
0001667731-25-000647	0	56	484253266	
0001214659-25-007796	0	46	890050993	
0001398344-25-009622	0	425	13949548736	
0001353316-25-000003	2	17	504265932	N
0001420506-25-001258	0	91	843125283	N
0002011176-25-000003	0	207	134770717	N
0001172661-25-002226	0	34	41728008	
0001855205-25-000032	0	7	1957965218	N
0001172661-25-002224	0	84	738095828	
0001667731-25-000646	0	37	122882475	
0000899140-25-000680	7	3162	46785866925	
0001740140-25-000004	0	172	255734081	N
0001085146-25-003287	0	28	262730098	N
0001420506-25-001256	0	41	978252768	N
0000899140-25-000679	5	2360	44417954494	
0001332632-25-000006	0	205	4099253835	N
0001172661-25-002217	0	65	611746058	
0001162695-25-000002	0	57	624857724	N
0001172661-25-002213	0	23	770434169	
0001172661-25-002214	0	3	483154161	
0001041062-25-000123	7	11	510427871	N
0001667731-25-000645	0	81	260631063	
0001136305-25-000009	0	0	0	N
0001062993-25-009509	0	16	249871983	N
0001172661-25-002211	0	240	383951140	
0000936753-25-000029	2	200	8509613093	N
0001172661-25-002209	0	158	375473119	
0001941040-25-000316	0	4	127783920	
0001754960-25-000308	0	62	50352829	N
0001172661-25-002206	0	46	303918008	
0000919574-25-003234	1	41	40393424	
0001172661-25-002204	0	99	563776586	
0002040515-25-000003	0	72	160660289	N
0001595082-25-000042	0	191	4861614547	Y
0001166309-25-000005	0	29	201153988	N
0001999371-25-006189	0	22	692460643	
0001103887-25-000005	0	41	761554	N
0001041062-25-000122	0	1253	5715273229	N
0000919574-25-003231	2	2	485505004	
0000921895-25-001524	2	8	162786144	
0001581655-25-000003	0	130	377734498	N
0001595082-25-000040	0	1	21024842	N
0001595082-25-000039	0	2	180083092	N
0001633901-25-000006	0	458	42152584	N
0001595082-25-000038	0	2	273185094	N
0002037077-25-000006	0	11	201203332	N
0001420506-25-001254	0	35	940868464	N
0001595082-25-000037	0	3	343395479	N
0001595082-25-000036	0	2	206803215	N
0001104659-25-049298	1	181	5225546981	
0001635663-25-000003	0	55	330631170	N
0001595082-25-000035	0	1	10028413	N
0001085146-25-003286	1	55	576289221	N
0001172661-25-002192	0	109	1148785054	
0001037792-25-000008	1	195	1800263682	N
0001315863-25-000403	0	230	6672406625	N
0001813784-25-000005	0	16	376453	N
0001420506-25-001252	0	92	115652844	N
0001919920-25-000002	0	43	26400	N
0001398344-25-009618	0	47	41262802	
0001172661-25-002190	0	224	380230384	
0001172661-25-002189	1	33	5095250428	
0001706766-25-000004	0	1439	10400858155	N
0001172661-25-002188	0	57	112203222	
0001846789-25-000002	0	38	209694288	N
0001731530-25-000004	0	37	269442957	N
0001604867-25-000011	0	21	177748385	N
0002056729-25-000002	0	105	247122327	N
0001405086-25-000143	0	98	316823894	N
0001426196-25-000001	0	1317	37827406125	N
0000919574-25-003227	0	53	1634089368	
0002057285-25-000002	0	36	149488682	N
0001056823-25-000010	0	347	8814785591	N
0001607512-25-000006	0	14	313052827	N
0001996244-25-000006	3	297	2951312622	N
0001420506-25-001250	0	83	780978029	N
0001783139-25-000004	0	44	552378515	N
0001222993-25-000002	0	183	1874243205	N
0001816427-25-000002	0	366	418950961	N
0001771179-25-000006	1	176	829690138	N
0000892712-25-000067	2	1191	2043410725	N
0001172661-25-002186	1	85	461056216	
0001698055-25-000004	0	64	1172432	N
0001787893-25-000005	0	33	289782448	N
0001172661-25-002185	0	15	750752730	
0001718251-25-000009	0	175	179250192	N
0001123292-25-000239	0	494	4056663066	
0001420506-25-001248	0	122	342542346	N
0001041062-25-000115	3	452	9832865489	N
0001172661-25-002184	3	2791	22211401981	
0001802797-25-000003	0	10	329254181	N
0001643351-25-000003	0	25	137189700	N
0002056764-25-000002	0	349	91256909	N
0001569137-25-000004	0	112	901844038	N
0000950123-25-005637	0	1	128952558	N
0001214822-25-000003	0	56	3762699145	N
0000010742-25-000008	0	187	5006361005	N
0001140361-25-019231	20	25563	478546730000	
0001420506-25-001245	0	42	206767221	N
0001172661-25-002182	0	140	245458782	
0001346543-25-000005	0	23	244967805	N
0001172661-25-002181	0	16	748442768	
0002040515-25-000002	0	68	123052429	N
0001802131-25-000003	0	5	4552141	N
0001694886-25-000003	0	108	336703209	N
0001172661-25-002180	0	689	1773028191	
0001398344-25-009609	1	2630	18624266617	
0001120927-25-000003	0	669	7253808647	N
0001626220-25-000003	0	39	2133320643	N
0001172661-25-002179	0	25	1456600952	
0001463931-25-000006	2	77	4427070268	N
0002029317-25-000003	0	1080	604139608	N
0001590729-25-000006	0	2	277794019	N
0001722439-25-000002	0	178	263154	N
0001706164-25-000002	0	142	514200025	N
0001787893-25-000004	0	24	493400786	N
0002056693-25-000002	0	734	137844061	N
0001535588-25-000005	0	14	1277789665	N
0002023551-25-000004	0	36	379942481	N
0001554427-25-000002	0	40	126198437	N
0001531611-25-000002	0	15	20213014	N
0001829805-25-000005	0	1	0	Y
0000919574-25-003223	1	6	45537799	
0001398344-25-009603	0	347	1038181188	
0001214659-25-007758	0	253	662421515	
0001731124-25-000002	0	72	131757308	N
0001535264-25-000043	0	95	726032982	N
0001596053-25-000004	0	43	270718916	N
0001729254-25-000003	0	512	260225274	N
0001266227-25-000003	0	12	327983	N
0000312069-25-000408	6	10620	352710272	N
0000921895-25-001519	2	9	392244294	
0001971230-25-000002	0	132	228288289	N
0001817187-25-000003	0	0	0	N
0001172661-25-002176	4	524	2425842114	
0001104659-25-049271	0	13	681463686	
0000895421-25-000381	24	44800	1398600073846	N
0001719307-25-000003	0	13	267659565	N
0001908938-25-000002	0	508	1176575681	N
0001535588-25-000004	0	11	175122812	N
0001626494-25-000005	0	109	127676180	N
0000712537-25-000092	1	349	424573628	N
0000919574-25-003217	0	45	26593869223	
0001803916-25-000008	0	1221	3927612049	N
0001214659-25-007756	0	54	335797884	
0000902664-25-002367	0	3	2380054991	
0001568280-25-000003	1	104	3181660306	N
0000945621-25-000498	4	1056	5356987605	
0001398344-25-009592	1	512	377078686	
0001802630-25-000006	0	75	1388931935	N
0001315863-25-000402	0	31	3174039753	N
0001420506-25-001242	0	16	703419539	N
0001050442-25-000009	0	64	4831668109	N
0000919574-25-003214	2	24	797903190	
0001172661-25-002170	0	27	103138188	
0001017918-25-000031	2	314	34045720547	
0001831316-25-000005	0	1501	226311422	N
0001278573-25-000006	0	260	3173806027	
0001848831-25-000007	0	145	152082801	N
0001940272-25-000003	0	202	538666337	N
0001475597-25-000019	0	2457	15800109000	N
0001172661-25-002167	6	1	182333659	
0001630243-25-000006	0	28	711719865	N
0001398344-25-009590	0	143	185307739	
0001104659-25-049266	0	65	1531129746	
0001851869-25-000005	0	156	1067043052	
0001398344-25-009589	0	261	1425886350	
0001315863-25-000401	0	9	381804860	N
0000929638-25-001891	0	46	3573129361	
0001583092-25-000008	0	6	682298	N
0000929638-25-001889	0	72	289471731	
0001172661-25-002166	0	628	2519976234	
0001104659-25-049261	0	116	776195889	
0001943395-25-000003	0	38	783418262	N
0001826394-25-000003	0	92	162652263	N
0000905148-25-001711	0	57	806124923	
0001452765-25-000008	0	1218	2310415891	N
0000905148-25-001710	0	1	26750090	Y
0001835700-25-000002	0	3	8978774	N
0000919574-25-003205	6	326	6751673337	
0000905148-25-001707	1	1	291523512	
0001085146-25-003283	0	94	236398327	N
0001420506-25-001241	0	355	4768199472	N
0001085146-25-003282	0	127	102186084	N
0000905148-25-001706	0	3	29371781	
0002001943-25-000002	0	148	236528468	N
0001420506-25-001239	0	590	346197802	N
0001583092-25-000007	0	138	2057286	N
0001772937-25-000005	3	85	518245	N
0000905148-25-001700	6	4260	46947974925	
0000919574-25-003201	0	56	835927500	
0000070858-25-000229	8	27491	1237815059134	N
0001349353-25-000005	0	11	415717948	N
0001729242-25-000002	0	2	142780189	N
0001420506-25-001237	0	128	2029753245	N
0000912282-25-000535	1	738	21693954664	
0001537455-25-000004	0	3	417570	N
0001892688-25-000120	1	14	279234734	N
0000905148-25-001691	8	2249	89317905944	
0001140361-25-019207	3	54	1543562595	
0001039565-25-000004	0	55	494450436	N
0001708828-25-000024	0	68	6251805569	N
0001583092-25-000006	0	114	1135965	N
0001062993-25-009497	0	20	1180508620	N
0001636587-25-000017	0	22	143703878	N
0001172661-25-002162	0	408	1266235010	
0001708828-25-000023	0	80	7737988561	N
0001172661-25-002160	4	135	1244548390	
0001814554-25-000013	0	2	289267797	
0001859606-25-000016	2	1352	171973730791	N
0001398344-25-009584	0	83	272437472	
0001892688-25-000118	0	26	130897653	N
0000898432-25-000357	1	18	86073350	
0000950142-25-001396	1	3	1749359414	
0001708828-25-000022	0	122	5918117117	N
0001040197-25-000002	0	3441	13266573950	N
0001965207-25-000005	0	1594	461058277	N
0001172661-25-002159	0	340	438438716	
0001708828-25-000021	0	136	6461540364	N
0001085146-25-003281	0	15	27155748	N
0000905148-25-001686	4	2268	53566887436	
0000947871-25-000524	0	551	18884763	
0001085146-25-003280	0	32	172586405	N
0000919574-25-003186	1	4	529514849	
0001708828-25-000020	0	147	3977116859	N
0001069183-25-000108	0	1	174870000	N
0001855655-25-000007	0	28	2183397711	N
0000905148-25-001683	2	2	466785211	
0001085146-25-003279	0	83	93988597	N
0002009520-25-000003	0	12	303877892	N
0001172661-25-002158	0	1	5029475	
